10.0,81.9,1.0,2.9,41.934861,20.280516,43.610855,3993388634.0,88.8,87.2,13.956756,0.0,0.0
10.0,81.9,1.0,2.9,41.947286,20.355473,43.61335,3993388738.0,88.8,87.2,13.116681,0.0,0.0
10.0,81.9,1.0,2.9,41.998282,20.398626,43.614855,3993388841.0,88.8,87.2,13.391538,0.0,0.0
10.0,81.9,1.0,2.9,41.929608,20.31023,43.614014,3993388944.0,88.8,87.2,13.663452,0.0,0.0
10.0,81.9,1.0,2.9,41.926643,20.379503,43.648973,3993389048.0,88.8,87.2,13.719602,0.0,0.0
10.0,81.9,1.0,2.9,41.987054,20.364344,43.59372,3993389151.0,88.8,87.2,13.468442,0.0,0.0
10.0,81.9,1.0,2.9,41.902406,20.411548,43.669229,3993475500.0,88.8,87.2,13.55567,0.0,0.0
10.0,81.9,1.0,2.9,41.941828,20.362945,43.650707,3993475603.0,88.8,87.2,13.941115,0.0,0.0
10.0,81.9,1.0,2.9,41.964269,20.338547,43.613645,3993475706.0,88.18,87.2,14.456765,0.0,0.0
10.0,81.9,1.0,2.9,41.927299,20.389377,43.631407,3993475810.0,88.8,87.2,13.71525,0.0,0.0
10.0,81.9,1.0,2.9,41.982675,20.394686,43.596038,3993475913.0,88.8,87.2,13.307776,0.0,0.0
10.0,81.9,1.0,2.9,41.942775,20.432238,43.632475,3993476016.0,88.8,87.2,13.331424,0.0,0.0
10.0,81.9,1.0,2.9,41.924621,20.377027,43.650343,3993476119.0,88.8,87.2,13.905983,0.0,0.0
10.0,81.9,1.0,2.9,41.983976,20.332815,43.595232,3993476222.0,88.8,87.2,13.525272,0.0,0.0
10.0,81.9,1.0,2.9,41.926885,20.326412,43.630621,3993476325.0,88.8,87.2,13.13842,0.0,0.0
10.0,81.9,1.0,2.9,41.870229,20.364333,43.651526,3993476429.0,88.8,87.2,13.052694,0.0,0.0
10.0,81.9,1.0,2.9,41.90403,20.352492,43.668534,3993476532.0,88.8,87.2,13.249381,0.0,0.0
10.0,81.9,1.0,2.9,41.945698,20.283458,43.631325,3993476635.0,88.8,87.2,13.65249,0.0,0.0
10.0,81.9,1.0,2.9,41.869724,20.41152,43.667821,3993476738.0,88.8,87.2,13.435256,0.0,0.0
10.0,81.9,1.0,2.9,41.90832,20.344187,43.631888,3993476841.0,88.8,87.2,13.675966,0.0,0.0
10.0,81.9,1.0,2.9,41.964241,20.400193,43.614034,3993476944.0,88.8,87.2,13.509693,0.0,0.0
10.0,81.9,1.0,2.9,41.997313,20.44719,43.631284,3993477047.0,88.8,87.2,13.476529,0.0,0.0
10.0,81.9,1.0,2.9,41.892254,20.297968,43.631311,3993477150.0,88.8,87.2,13.871522,0.0,0.0
10.0,81.9,1.0,2.9,42.002107,20.409386,43.595349,3993477254.0,88.8,87.2,14.146603,0.0,0.0
10.0,81.9,1.0,2.9,41.961963,20.338499,43.615229,3993477357.0,88.8,87.2,13.420147,0.0,0.0
10.0,81.9,1.0,2.9,41.963739,20.356687,43.630352,3993477460.0,88.8,87.2,14.031847,0.0,0.0
10.0,81.9,1.0,2.9,41.984532,20.395213,43.596209,3993477563.0,88.8,87.2,13.340541,0.0,0.0
10.0,81.9,1.0,2.9,41.889498,20.285953,43.64937,3993477666.0,88.8,87.2,13.239694,0.0,0.0
10.0,81.9,1.0,2.9,41.942905,20.391882,43.649626,3993477769.0,88.8,87.2,13.262615,0.0,0.0
10.0,81.9,1.0,2.9,41.942365,20.340479,43.632368,3993477873.0,88.8,87.2,13.244697,0.0,0.0
10.0,81.9,1.0,2.9,41.981161,20.464736,43.631317,3993477976.0,88.8,87.2,13.87926,0.0,0.0
10.0,81.9,1.0,2.9,41.955262,20.434941,43.651212,3993478079.0,88.8,87.2,13.058109,0.0,0.0
10.0,81.9,1.0,2.9,41.958692,20.386087,43.633153,3993478182.0,88.8,87.2,13.37899,0.0,0.0
10.0,81.9,1.0,2.9,41.932331,20.36947,43.61158,3993478285.0,88.8,87.2,13.744704,0.0,0.0
10.0,81.9,1.0,2.9,41.893171,20.301479,43.631407,3993478388.0,88.8,87.2,13.969662,0.0,0.0
10.0,81.9,1.0,2.9,41.964125,20.337641,43.613647,3993478491.0,88.8,87.2,13.347051,0.0,0.0
10.0,81.9,1.0,2.9,41.947352,20.382847,43.613285,3993478594.0,88.8,87.2,13.769087,0.0,0.0
10.0,81.9,1.0,2.9,41.958031,20.394276,43.667663,3993478698.0,88.8,87.2,12.970781,0.0,0.0
10.0,81.9,1.0,2.9,41.910318,20.254016,43.630746,3993478801.0,88.8,87.2,13.751108,0.0,0.0
10.0,81.9,1.0,2.9,41.944398,20.342746,43.631981,3993478904.0,88.8,87.2,13.933502,0.0,0.0
10.0,81.9,1.0,2.9,41.978374,20.42214,43.649643,3993479007.0,88.8,87.2,13.300838,0.0,0.0
10.0,81.9,1.0,2.9,41.944398,20.342746,43.631981,3993479110.0,88.8,87.2,13.930949,0.0,0.0
10.0,81.9,1.0,2.9,41.977298,20.432224,43.633465,3993479213.0,88.8,87.2,13.546502,0.0,0.0
10.0,81.9,1.0,2.9,41.942836,20.361647,43.64891,3993479316.0,88.8,87.2,13.446563,0.0,0.0
10.0,81.9,1.0,2.9,41.983976,20.332815,43.595232,3993479420.0,88.8,87.2,13.288147,0.0,0.0
10.0,81.9,1.0,2.9,41.958373,20.405118,43.650654,3993479523.0,88.8,87.2,13.449889,0.0,0.0
10.0,81.9,1.0,2.9,41.88867,20.320476,43.650859,3993479626.0,88.8,87.2,14.074274,0.0,0.0
10.0,81.9,1.0,2.9,41.876364,20.295437,43.614137,3993479729.0,88.8,87.2,13.383103,0.0,0.0
10.0,81.9,1.0,2.9,41.890965,20.348633,43.649587,3993479832.0,88.8,87.2,13.35727,0.0,0.0
10.0,81.9,1.0,2.9,41.926977,20.407961,43.648249,3993479935.0,88.8,87.2,13.664964,0.0,0.0
10.0,81.9,1.0,2.9,41.890611,20.368915,43.666163,3993480039.0,88.8,87.2,13.805246,0.0,0.0
